environment,replication,RAC_HRP,HRP_static,HRP_periodic_3,EW,ERC
B_xsec_shuffle,49,-0.20240837175644694,-0.21008170306675147,-0.21779482521790489,-0.19112654539404378,-0.19696993783842298
B_xsec_shuffle,50,-0.0755071961635731,-0.10207213012207456,-0.09192879094623209,-0.08154245556395555,-0.09556539285889894
B_xsec_shuffle,51,-0.09506102799412114,-0.08891219653650728,-0.06988468888567112,-0.09293981749072013,-0.08725757880429699
B_xsec_shuffle,52,-0.2872813303936768,-0.2798812960093851,-0.2710234573453058,-0.2708869779289247,-0.28480317541896116
B_xsec_shuffle,53,-0.1067174234644422,-0.12058604479315843,-0.09009396879378043,-0.1333145071613073,-0.12647572029906062
B_xsec_shuffle,54,-0.13393694966888153,-0.13969393348300713,-0.13462876737949458,-0.14636764683462322,-0.14395457201321138
B_xsec_shuffle,55,-0.16996986495238514,-0.14715898582152515,-0.13155446277386748,-0.16121245379454727,-0.1571639334164547
B_xsec_shuffle,56,-0.2747996502842154,-0.2949969071301234,-0.26460798949892916,-0.2951835481245946,-0.2811821112089845
B_xsec_shuffle,57,-0.18896518809076251,-0.20543660707236078,-0.21996062727184365,-0.22493850447818606,-0.21259414770772955
B_xsec_shuffle,58,-0.226143196515648,-0.23842777555564848,-0.21983963080148866,-0.21807340825621785,-0.22830970373532075
B_xsec_shuffle,59,-0.018454117585938925,-0.02123164924322658,0.0017088229820743266,-0.03293310426823824,-0.019854237814148166
B_xsec_shuffle,60,-0.049217725613733145,-0.03686352172873812,-0.03924539625130162,-0.04477063328107432,-0.03995377480792903
B_xsec_shuffle,61,-0.196993709324677,-0.19070481513291282,-0.18754134785111032,-0.2059711811118795,-0.19659528919977987
B_xsec_shuffle,62,0.08561785532502816,0.08111135190695082,0.0884135003197176,0.046779119637283796,0.06788615318209795
B_xsec_shuffle,63,-0.15560562210905157,-0.1718121594943804,-0.14902548367650906,-0.18517945423394747,-0.1634239143322166
B_xsec_shuffle,64,-0.14180338933265546,-0.14677347347327682,-0.13656213481335885,-0.15509970369683349,-0.14569567784968535
B_xsec_shuffle,65,-0.08622562423068021,-0.09308082733856243,-0.09048443625909418,-0.11865660833150585,-0.1043722250903688
B_xsec_shuffle,66,-0.23514532901199658,-0.21159696145954685,-0.2089687642493751,-0.18754383174390613,-0.19832759410125092
B_xsec_shuffle,67,0.006183998579822686,-0.011496506753646642,-0.004654152249338509,-0.02333788467508632,-0.019482817910270817
B_xsec_shuffle,68,-0.27271142914211915,-0.24944977292875523,-0.2624876052326248,-0.2741997923206497,-0.2724323719816194
B_xsec_shuffle,69,-0.1490412991540677,-0.1303559727293746,-0.14120109035518838,-0.1280865643550776,-0.13688423364210245
B_xsec_shuffle,70,-0.33506883239480767,-0.32209108959415467,-0.32133786874408066,-0.3205475142760073,-0.32518766808878957
B_xsec_shuffle,71,-0.1329135434093244,-0.15485912097564092,-0.1432258035444171,-0.15996275091921416,-0.15039154190214224
B_xsec_shuffle,72,-0.13763223838894093,-0.14055481878259743,-0.15150733175833797,-0.15641309089265173,-0.15276203073546787
